"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
5,4,5,3,3,5,1402,358.901524850215,120.319109768521,"Bow Valley",0
5,5,5,3,1,5,1420,126.106098409606,22.6837246662972,"Bow Valley",0
4,6,5,1,1,5,1402,276.399254561716,69.8338000159711,"Bow Valley",0
5,4,3,3,3,5,1817.76711111184,1521.86409242753,1417.70732829913,"Bow Valley",0
4,4,4,1,1,5,1736.84622222174,1928.41071595311,1719.03206035989,"Bow Valley",0
4,4,3,1,1,4,1708.90000000031,1323.85367825567,1391.42679540949,"Bow Valley",0
4,4,5,3,1,5,1494,67.5113664661284,0,"Bow Valley",0
1,1,1,1,4,1,2306.00000000144,1687.07409364931,1914.88428327438,"Bow Valley",0
3,5,4,1,3,4,1737.63377777782,239.375487711515,116.290255583405,"Bow Valley",0
1,4,1,3,4,3,1928.47911111153,1577.52193877379,1385.9027181028,"Bow Valley",0
6,4,6,6,1,6,1511.8395555552,534.406739889427,595.326955529201,"Bow Valley",0
4,3,3,5,6,4,2345.88711111048,2916.77188018228,2510.78169435765,"Bow Valley",0
4,3,4,5,5,4,1919.07999999896,861.281418834553,1057.687558976,"Bow Valley",0
4,4,3,1,1,4,1734.58666666698,1555.61077700239,2147.01374180268,"Bow Valley",0
4,4,4,4,3,4,2190.09333333382,2865.55482100379,2707.48628583061,"Bow Valley",0
4,4,4,3,1,4,1516.95377777838,803.131165122973,684.139432777215,"Bow Valley",0
3,3,3,5,6,3,2205.00666666603,966.592437367329,3022.9077620195,"Bow Valley",0
3,3,3,1,1,3,2170.83377777745,37.3040091805528,175.933683683164,"Bow Valley",0
4,6,4,3,1,4,2015.50622222274,235.613304245159,223.556198005448,"Bow Valley",0
4,4,4,1,3,4,1744.9333333332,546.18321468937,3184.43983142236,"Bow Valley",0
4,4,4,1,1,4,1431,522.586559533142,439.655059203773,"Bow Valley",0
4,5,4,3,1,4,1553.84666666661,55.4280925325023,905.512700224304,"Bow Valley",0
3,1,3,6,5,3,2523.19288888873,3194.8376003722,3005.96251997353,"Bow Valley",0
1,1,1,1,4,1,2751.74622222154,1712.23325563468,1608.54298024805,"Bow Valley",0
1,1,1,1,4,1,2239.82711111209,2265.9461465345,2125.26672867658,"Bow Valley",0
1,1,1,1,4,1,2562.95333333309,2649.25631177947,2498.38731975758,"Bow Valley",0
3,1,3,6,5,3,2399.58088888898,2345.88020256699,2253.58470197233,"Bow Valley",0
3,3,3,5,6,3,2206.99288888766,1657.16034554891,1391.17063494097,"Bow Valley",0
1,1,1,1,1,1,2811.55955555577,3636.75674718397,4492.88349966831,"Bow Valley",0
1,1,1,1,3,1,2287.42577777901,2444.66004912444,2474.93772826903,"Bow Valley",0
4,3,4,5,5,4,1678.86622222179,798.311294944162,614.892857011456,"Bow Valley",0
3,4,3,3,4,3,2263.02711111053,1490.51725219546,1481.9000312335,"Bow Valley",0
3,3,4,6,5,4,2499.29333333226,1761.86498163303,1623.44979286442,"Bow Valley",0
4,3,3,5,6,4,2206.94577777894,2015.75124397356,1875.68716098935,"Bow Valley",0
5,3,5,1,1,5,1402,42.5865595331416,131.579811856786,"Bow Valley",0
4,3,4,5,5,4,2006.62044444524,714.592751960578,540.144656432218,"Bow Valley",0
4,4,4,3,1,4,1667.86000000105,231.278189329087,82.6866418715229,"Bow Valley",0
3,3,3,1,1,3,2158.12622222193,43.51552217132,115.933683683164,"Bow Valley",0
4,4,4,1,1,4,1494,66.552232799177,1.19496625045223,"Bow Valley",0
4,3,4,5,5,4,1790.68622222155,258.842804160972,318.734021523966,"Bow Valley",0
5,5,5,3,1,5,1402.36622222218,257.484816816371,99.9483469957486,"Bow Valley",0
3,3,3,1,3,3,1930.68000000038,794.139270527053,2033.9730067905,"Bow Valley",0
3,3,3,1,3,3,1802.21333333365,250.729523474198,132.07350624843,"Bow Valley",0
5,4,3,3,3,5,1648.11333333371,207.258664537789,198.891486902573,"Bow Valley",0
1,1,1,1,4,1,2448.30755555482,2811.58960760849,2594.57918904999,"Bow Valley",0
4,4,4,4,3,4,1412.27333333365,102.98244806327,76.639590380279,"Bow Valley",0
5,4,4,4,1,5,1420.54622222243,12.5865595331416,0,"Bow Valley",0
3,4,4,3,4,4,1867.41377777746,1067.41344046686,980.051653004252,"Bow Valley",0
3,3,3,5,6,3,2339.89288888772,915.468393261601,2817.54313390789,"Bow Valley",0
3,4,4,3,4,4,1883.12666666747,,,"Bow Valley",0
4,5,4,1,4,4,1621.1728888891,860.5354113285,1260.80028419144,"Bow Valley",0
4,4,4,1,3,4,1435.78000000006,40.5056344341433,0,"Bow Valley",0
3,3,3,5,6,3,2167.92755555478,839.349992981052,638.445224355754,"Bow Valley",0
4,4,3,1,1,4,1748.90000000031,1484.55079348976,2140.28389153103,"Bow Valley",0
5,4,5,5,5,5,1532.5128888881,193.340519517786,0,"Bow Valley",0
5,5,5,3,1,5,1437.87999999975,393.154827210256,315.451231079102,"Bow Valley",0
4,4,4,3,1,4,1987.48711111071,1592.80038524074,1493.58505353594,"Bow Valley",0
1,4,1,3,4,3,2085.29955555606,,,"Bow Valley",0
5,5,5,3,1,5,1409.12666666654,147.236797975177,6.27058496004005,"Bow Valley",0
4,4,3,1,1,4,1636.24666666679,748.836041994817,1159.54584199224,"Bow Valley",0
4,5,5,4,1,5,1531.0795555557,402.854348511031,183.978004582208,"Bow Valley",0
4,3,3,5,6,4,2234.82711111277,2323.10652843713,2117.04270032557,"Bow Valley",0
5,4,3,3,3,5,1720.21333333297,658.510223988125,615.290563159324,"Bow Valley",0
4,4,4,1,1,5,1933.14622222199,1041.50111021241,2849.93053487158,"Bow Valley",0
3,4,4,3,4,4,1815.8195555554,602.881198270555,544.070431372398,"Bow Valley",0
4,4,4,4,3,4,1850.85288888947,1434.14924238749,1187.79808607258,"Bow Valley",0
4,5,4,3,1,4,1608.40000000019,583.337427889499,489.181159268271,"Bow Valley",0
4,4,4,3,1,4,1507.0195555557,129.667856707322,0,"Bow Valley",0
4,4,4,4,3,4,1509.86666666692,226.53014219097,490.601905959658,"Bow Valley",0
4,3,4,5,5,4,2032.90133333228,745.678271714274,617.816191073775,"Bow Valley",0
1,1,1,1,4,1,2817.82044444343,2846.6517702498,2790.19328153118,"Bow Valley",0
1,3,3,3,6,3,2381.41377777695,320.62374658565,1307.04398832237,"Bow Valley",0
4,4,4,3,1,4,2067.15999999968,1872.3810954185,1731.55806893258,"Bow Valley",0
3,5,4,1,3,4,1433,267.047784623714,170.984684142007,"Bow Valley",0
3,3,3,5,6,3,2371.17244444381,1119.684033358,983.691818592138,"Bow Valley",0
4,5,4,3,1,4,1588.30622222218,340.239669630052,1675.885991726,"Bow Valley",0
4,4,4,1,1,5,1929.25288888847,47.1032418302626,1.8668713673504,"Bow Valley",0
1,1,1,1,4,1,2503.0697777777,1718.11298428509,1550.259264947,"Bow Valley",0
4,6,4,3,1,4,2079.9537777777,449.082177451279,255.34991110834,"Bow Valley",0
4,4,4,4,3,4,1820.84666666686,818.331665526826,911.293201089823,"Bow Valley",0
6,3,4,1,1,5,1501.40044444386,189.487380073766,90.0048301515848,"Bow Valley",0
5,5,5,3,1,5,1401,0,0,"Bow Valley",0
